Top 10 Country,Country,Type of Visa
United Kingdom,United States of America,eTA
United Kingdom,Uruguay,visa-free
United Kingdom,Uzbekistan,visa required
United Kingdom,Vanuatu,visa-free
United Kingdom,Vatican City,visa-free
United Kingdom,Venezuela,visa-free
United Kingdom,Viet Nam,visa-free
United Kingdom,Yemen,visa required
United Kingdom,Zambia,visa-free
United Kingdom,Zimbabwe,visa on arrival
Austria,Afghanistan,visa required
Austria,Albania,visa-free
Austria,Algeria,visa required
Austria,Andorra,visa-free
Austria,Angola,visa required
Austria,Antigua and Barbuda,visa-free
Austria,Argentina,visa-free
Austria,Armenia,visa-free
Austria,Australia,eTA
Austria,Austria,
Austria,Azerbaijan,visa required / eVisa
Austria,Bahamas,visa-free
Austria,Bahrain,visa on arrival
Austria,Bangladesh,visa on arrival
Austria,Barbados,visa-free
Austria,Belarus,visa-free
Austria,Belgium,visa-free
Austria,Belize,visa-free
Austria,Benin,visa required
Austria,Bhutan,visa required
Austria,Bolivia,visa-free
Austria,Bosnia and Herzegovina,visa-free
Austria,Botswana,visa-free
Austria,Brazil,visa-free
Austria,Brunei,visa-free
Austria,Bulgaria,visa-free
Austria,Burkina Faso,visa on arrival
Austria,Burundi,visa required
Austria,Cambodia,visa on arrival / eVisa
Austria,Cameroon,visa required
Austria,Canada,eTA
Austria,Cape Verde,visa on arrival
Austria,Central African Republic,visa required
Austria,Chad,visa required
Austria,Chile,visa-free
Austria,China,visa required
Austria,Colombia,visa-free
Austria,Comoros,visa on arrival
Austria,Congo,visa required
Austria,Congo (Dem. Rep.),visa required
Austria,Costa Rica,visa-free
Austria,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Austria,Croatia,visa-free
Austria,Cuba,visa required
Austria,Cyprus,visa-free
Austria,Czechia,visa-free
Austria,Denmark,visa-free
Austria,Djibouti,visa on arrival
Austria,Dominica,visa-free
Austria,Dominican Republic,visa-free
Austria,Ecuador,visa-free
Austria,Egypt,visa on arrival
Austria,El Salvador,visa-free
Austria,Equatorial Guinea,visa required
Austria,Eritrea,visa required
Austria,Estonia,visa-free
Austria,Ethiopia,visa on arrival
Austria,Fiji,visa-free
Austria,Finland,visa-free
Austria,France,visa-free
Austria,Gabon,visa required / eVisa
Austria,Gambia,visa-free
Austria,Georgia,visa-free
Austria,Germany,visa-free
Austria,Ghana,visa required
Austria,Greece,visa-free
Austria,Grenada,visa-free
Austria,Guatemala,visa-free
Austria,Guinea,visa required
Austria,Guinea-Bissau,visa on arrival
Austria,Guyana,visa-free
Austria,Haiti,visa-free
Austria,Honduras,visa-free
Austria,Hong Kong,visa-free
Austria,Hungary,visa-free
Austria,Iceland,visa-free
Austria,India,e-Visa
Austria,Indonesia,visa-free
Austria,Iran,visa on arrival
Austria,Iraq,visa required
Austria,Ireland,visa-free
Austria,Israel,visa-free
Austria,Italy,visa-free
Austria,Jamaica,visa-free
Austria,Japan,visa-free
Austria,Jordan,visa on arrival
Austria,Kazakhstan,visa-free
Austria,Kenya,visa on arrival / eVisa
Austria,Kiribati,visa-free
Austria,Kosovo,visa-free
Austria,Kuwait,visa on arrival / eVisa
Austria,Kyrgyzstan,visa-free
Austria,Laos,visa on arrival
Austria,Latvia,visa-free
Austria,Lebanon,visa on arrival
Austria,Lesotho,visa-free
Austria,Liberia,visa required
Austria,Libya,visa required
Austria,Liechtenstein,visa-free
Austria,Lithuania,visa-free
Austria,Luxembourg,visa-free
Austria,Macao,visa-free
Austria,Macedonia (FYROM),visa-free
Austria,Madagascar,visa on arrival
Austria,Malawi,visa on arrival
Austria,Malaysia,visa-free
Austria,Maldives,visa on arrival
Austria,Mali,visa required
Austria,Malta,visa-free
Austria,Marshall Islands,visa-free
Austria,Mauritania,visa on arrival
Austria,Mauritius,visa-free
Austria,Mexico,visa-free
Austria,Micronesia,visa-free
Austria,Moldova,visa-free
Austria,Monaco,visa-free
Austria,Mongolia,visa required
Austria,Montenegro,visa-free
Austria,Morocco,visa-free
Austria,Mozambique,visa on arrival
Austria,Myanmar [Burma],visa required / eVisa
Austria,Namibia,visa-free
Austria,Nauru,visa required
Austria,Nepal,visa on arrival
Austria,Netherlands,visa-free
Austria,New Zealand,visa-free
Austria,Nicaragua,visa-free
Austria,Niger,visa required
Austria,Nigeria,visa required
Austria,North Korea,visa required
Austria,Norway,visa-free
Austria,Oman,visa on arrival
Austria,Pakistan,visa required
Austria,Palau,visa-free
Austria,Palestinian Territories,visa-free
Austria,Panama,visa-free
Austria,Papua New Guinea,visa on arrival
Austria,Paraguay,visa-free
Austria,Peru,visa-free
Austria,Philippines,visa-free
Austria,Poland,visa-free
Austria,Portugal,visa-free
Austria,Qatar,Visa waiver on arrival
Austria,Romania,visa-free
Austria,Russian Federation,visa required
Austria,Rwanda,visa required / eVisa
Austria,Saint Kitts and Nevis,visa-free
Austria,Saint Lucia,visa-free
Austria,Samoa,visa-free
Austria,San Marino,visa-free
Austria,Sao Tome and Principe,visa-free
Austria,Saudi Arabia,visa required
Austria,Senegal,visa-free
Austria,Serbia,visa-free
Austria,Seychelles,visitor’s permit
Austria,Sierra Leone,visa required
Austria,Singapore,visa-free
Austria,Slovakia,visa-free
Austria,Slovenia,visa-free
Austria,Solomon Islands,visa-free
Austria,Somalia,visa required
Austria,South Africa,visa-free
Austria,South Korea,visa-free
Austria,South Sudan,visa required
Austria,Spain,visa-free
Austria,Sri Lanka,eTA
Austria,St. Vincent and the Grenadines,visa-free
Austria,Sudan,visa required
Austria,Suriname,visa on arrival
Austria,Swaziland,visa-free
Austria,Sweden,visa-free
Austria,Switzerland,visa-free
Austria,Syria,visa required
Austria,Taiwan,visa-free
Austria,Tajikistan,visa required
Austria,Tanzania,visa on arrival
Austria,Thailand,visa-free
Austria,Timor-Leste,visa-free
Austria,Togo,visa on arrival
Austria,Tonga,visa-free
Austria,Trinidad and Tobago,visa-free
Austria,Tunisia,visa-free
Austria,Turkey,visa on arrival / eVisa
Austria,Turkmenistan,visa required
Austria,Tuvalu,visa-free
Austria,Uganda,visa on arrival
Austria,Ukraine,visa-free
Austria,United Arab Emirates,visa-free
Austria,United Kingdom,visa-free
Austria,United States of America,eTA
Austria,Uruguay,visa-free
Austria,Uzbekistan,visa required
Austria,Vanuatu,visa-free
Austria,Vatican City,visa-free
Austria,Venezuela,visa-free
Austria,Viet Nam,visa required
Austria,Yemen,visa required
Austria,Zambia,visa on arrival
Austria,Zimbabwe,visa on arrival
Belgium,Afghanistan,visa required
Belgium,Albania,visa-free
Belgium,Algeria,visa required
Belgium,Andorra,visa-free
Belgium,Angola,visa required
Belgium,Antigua and Barbuda,visa-free
Belgium,Argentina,visa-free
Belgium,Armenia,visa-free
Belgium,Australia,eTA
Belgium,Austria,visa-free
Belgium,Azerbaijan,visa required / eVisa
Belgium,Bahamas,visa-free
Belgium,Bahrain,visa on arrival
Belgium,Bangladesh,visa on arrival
Belgium,Barbados,visa-free
Belgium,Belarus,visa-free
Belgium,Belgium,
Belgium,Belize,visa-free
Belgium,Benin,visa required
Belgium,Bhutan,visa required
Belgium,Bolivia,visa-free
Belgium,Bosnia and Herzegovina,visa-free
Belgium,Botswana,visa-free
Belgium,Brazil,visa-free
Belgium,Brunei,visa-free
Belgium,Bulgaria,visa-free
Belgium,Burkina Faso,visa on arrival
Belgium,Burundi,visa required
Belgium,Cambodia,visa on arrival / eVisa
Belgium,Cameroon,visa required
Belgium,Canada,eTA
Belgium,Cape Verde,visa on arrival
Belgium,Central African Republic,visa required
Belgium,Chad,visa required
Belgium,Chile,visa-free
Belgium,China,visa required
Belgium,Colombia,visa-free
Belgium,Comoros,visa on arrival
Belgium,Congo,visa required
Belgium,Congo (Dem. Rep.),visa required
Belgium,Costa Rica,visa-free
Belgium,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Belgium,Croatia,visa-free
Belgium,Cuba,visa required
Belgium,Cyprus,visa-free
Belgium,Czechia,visa-free
Belgium,Denmark,visa-free
Belgium,Djibouti,visa on arrival
Belgium,Dominica,visa-free
Belgium,Dominican Republic,visa-free
Belgium,Ecuador,visa-free
Belgium,Egypt,visa on arrival
Belgium,El Salvador,visa-free
Belgium,Equatorial Guinea,visa required
Belgium,Eritrea,visa required
Belgium,Estonia,visa-free
Belgium,Ethiopia,visa on arrival
Belgium,Fiji,visa-free
Belgium,Finland,visa-free
Belgium,France,visa-free
Belgium,Gabon,visa required / eVisa
Belgium,Gambia,visa-free
Belgium,Georgia,visa-free
Belgium,Germany,visa-free
Belgium,Ghana,visa required
Belgium,Greece,visa-free
Belgium,Grenada,visa-free
Belgium,Guatemala,visa-free
Belgium,Guinea,visa required
Belgium,Guinea-Bissau,visa on arrival
Belgium,Guyana,visa-free
Belgium,Haiti,visa-free
Belgium,Honduras,visa-free
Belgium,Hong Kong,visa-free
Belgium,Hungary,visa-free
Belgium,Iceland,visa-free
Belgium,India,e-Visa
Belgium,Indonesia,visa-free
Belgium,Iran,visa on arrival
Belgium,Iraq,visa required
Belgium,Ireland,visa-free
Belgium,Israel,visa-free
Belgium,Italy,visa-free
Belgium,Jamaica,visa-free
Belgium,Japan,visa-free
Belgium,Jordan,visa on arrival
Belgium,Kazakhstan,visa-free
Belgium,Kenya,visa on arrival / eVisa
Belgium,Kiribati,visa-free
Belgium,Kosovo,visa-free
Belgium,Kuwait,visa on arrival / eVisa
Belgium,Kyrgyzstan,visa-free
Belgium,Laos,visa on arrival
Belgium,Latvia,visa-free
Belgium,Lebanon,visa on arrival
Belgium,Lesotho,visa-free
Belgium,Liberia,visa required
Belgium,Libya,visa required
Belgium,Liechtenstein,visa-free
Belgium,Lithuania,visa-free
Belgium,Luxembourg,visa-free
Belgium,Macao,visa-free
Belgium,Macedonia (FYROM),visa-free
Belgium,Madagascar,visa on arrival
Belgium,Malawi,visa on arrival
Belgium,Malaysia,visa-free
Belgium,Maldives,visa on arrival
Belgium,Mali,visa required
Belgium,Malta,visa-free
Belgium,Marshall Islands,visa-free
Belgium,Mauritania,visa on arrival
Belgium,Mauritius,visa-free
Belgium,Mexico,visa-free
Belgium,Micronesia,visa-free
Belgium,Moldova,visa-free
Belgium,Monaco,visa-free
Belgium,Mongolia,visa required
Belgium,Montenegro,visa-free
Belgium,Morocco,visa-free
Belgium,Mozambique,visa on arrival
Belgium,Myanmar [Burma],visa required / eVisa
Belgium,Namibia,visa-free
Belgium,Nauru,visa required
Belgium,Nepal,visa on arrival
Belgium,Netherlands,visa-free
Belgium,New Zealand,visa-free
Belgium,Nicaragua,visa-free
Belgium,Niger,visa required
Belgium,Nigeria,visa required
Belgium,North Korea,visa required
Belgium,Norway,visa-free
Belgium,Oman,visa on arrival
Belgium,Pakistan,visa required
Belgium,Palau,visa-free
Belgium,Palestinian Territories,visa-free
Belgium,Panama,visa-free
Belgium,Papua New Guinea,visa on arrival
Belgium,Paraguay,visa-free
Belgium,Peru,visa-free
Belgium,Philippines,visa-free
Belgium,Poland,visa-free
Belgium,Portugal,visa-free
Belgium,Qatar,Visa waiver on arrival
Belgium,Romania,visa-free
Belgium,Russian Federation,visa required
Belgium,Rwanda,visa required / eVisa
Belgium,Saint Kitts and Nevis,visa-free
Belgium,Saint Lucia,visa-free
Belgium,Samoa,visa-free
Belgium,San Marino,visa-free
Belgium,Sao Tome and Principe,visa-free
Belgium,Saudi Arabia,visa required
Belgium,Senegal,visa-free
Belgium,Serbia,visa-free
Belgium,Seychelles,visitor’s permit
Belgium,Sierra Leone,visa required
Belgium,Singapore,visa-free
Belgium,Slovakia,visa-free
Belgium,Slovenia,visa-free
Belgium,Solomon Islands,visa-free
Belgium,Somalia,visa required
Belgium,South Africa,visa-free
Belgium,South Korea,visa-free
Belgium,South Sudan,visa required
Belgium,Spain,visa-free
Belgium,Sri Lanka,eTA
Belgium,St. Vincent and the Grenadines,visa-free
Belgium,Sudan,visa required
Belgium,Suriname,visa on arrival
Belgium,Swaziland,visa-free
Belgium,Sweden,visa-free
Belgium,Switzerland,visa-free
Belgium,Syria,visa required
Belgium,Taiwan,visa-free
Belgium,Tajikistan,visa required
Belgium,Tanzania,visa on arrival
Belgium,Thailand,visa-free
Belgium,Timor-Leste,visa-free
Belgium,Togo,visa on arrival
Belgium,Tonga,visa-free
Belgium,Trinidad and Tobago,visa-free
Belgium,Tunisia,visa-free
Belgium,Turkey,visa on arrival / eVisa
Belgium,Turkmenistan,visa required
Belgium,Tuvalu,visa-free
Belgium,Uganda,visa on arrival
Belgium,Ukraine,visa-free
Belgium,United Arab Emirates,visa-free
Belgium,United Kingdom,visa-free
Belgium,United States of America,eTA
Belgium,Uruguay,visa-free
Belgium,Uzbekistan,visa required
Belgium,Vanuatu,visa-free
Belgium,Vatican City,visa-free
Belgium,Venezuela,visa-free
Belgium,Viet Nam,visa required
Belgium,Yemen,visa required
Belgium,Zambia,visa on arrival
Belgium,Zimbabwe,visa on arrival
Luxembourg,Afghanistan,visa required
Luxembourg,Albania,visa-free
Luxembourg,Algeria,visa required
Luxembourg,Andorra,visa-free
Luxembourg,Angola,visa required
Luxembourg,Antigua and Barbuda,visa-free
Luxembourg,Argentina,visa-free
Luxembourg,Armenia,visa-free
Luxembourg,Australia,eTA
Luxembourg,Austria,visa-free
Luxembourg,Azerbaijan,visa required / eVisa
Luxembourg,Bahamas,visa-free
Luxembourg,Bahrain,visa on arrival
Luxembourg,Bangladesh,visa on arrival
Luxembourg,Barbados,visa-free
Luxembourg,Belarus,visa-free
Luxembourg,Belgium,visa-free
Luxembourg,Belize,visa-free
Luxembourg,Benin,visa required
Luxembourg,Bhutan,visa required
Luxembourg,Bolivia,visa-free
Luxembourg,Bosnia and Herzegovina,visa-free
Luxembourg,Botswana,visa-free
Luxembourg,Brazil,visa-free
Luxembourg,Brunei,visa-free
Luxembourg,Bulgaria,visa-free
Luxembourg,Burkina Faso,visa on arrival
Luxembourg,Burundi,visa required
Luxembourg,Cambodia,visa on arrival / eVisa
Luxembourg,Cameroon,visa required
Luxembourg,Canada,eTA
Luxembourg,Cape Verde,visa on arrival
Luxembourg,Central African Republic,visa required
Luxembourg,Chad,visa required
Luxembourg,Chile,visa-free
Luxembourg,China,visa required
Luxembourg,Colombia,visa-free
Luxembourg,Comoros,visa on arrival
Luxembourg,Congo,visa required
Luxembourg,Congo (Dem. Rep.),visa required
Luxembourg,Costa Rica,visa-free
Luxembourg,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Luxembourg,Croatia,visa-free
Luxembourg,Cuba,visa required
Luxembourg,Cyprus,visa-free
Luxembourg,Czechia,visa-free
Luxembourg,Denmark,visa-free
Luxembourg,Djibouti,visa on arrival
Luxembourg,Dominica,visa-free
Luxembourg,Dominican Republic,visa-free
Luxembourg,Ecuador,visa-free
Luxembourg,Egypt,visa on arrival
Luxembourg,El Salvador,visa-free
Luxembourg,Equatorial Guinea,visa required
Luxembourg,Eritrea,visa required
Luxembourg,Estonia,visa-free
Luxembourg,Ethiopia,visa on arrival
Luxembourg,Fiji,visa-free
Luxembourg,Finland,visa-free
Luxembourg,France,visa-free
Luxembourg,Gabon,visa required / eVisa
Luxembourg,Gambia,visa-free
Luxembourg,Georgia,visa-free
Luxembourg,Germany,visa-free
Luxembourg,Ghana,visa required
Luxembourg,Greece,visa-free
Luxembourg,Grenada,visa-free
Luxembourg,Guatemala,visa-free
Luxembourg,Guinea,visa required
Luxembourg,Guinea-Bissau,visa on arrival
Luxembourg,Guyana,visa-free
Luxembourg,Haiti,visa-free
Luxembourg,Honduras,visa-free
Luxembourg,Hong Kong,visa-free
Luxembourg,Hungary,visa-free
Luxembourg,Iceland,visa-free
Luxembourg,India,e-Visa
Luxembourg,Indonesia,visa-free
Luxembourg,Iran,visa on arrival
Luxembourg,Iraq,visa required
Luxembourg,Ireland,visa-free
Luxembourg,Israel,visa-free
Luxembourg,Italy,visa-free
Luxembourg,Jamaica,visa-free
Luxembourg,Japan,visa-free
Luxembourg,Jordan,visa on arrival
Luxembourg,Kazakhstan,visa-free
Luxembourg,Kenya,visa on arrival / eVisa
Luxembourg,Kiribati,visa-free
Luxembourg,Kosovo,visa-free
Luxembourg,Kuwait,visa on arrival / eVisa
Luxembourg,Kyrgyzstan,visa-free
Luxembourg,Laos,visa-free
Luxembourg,Latvia,visa-free
Luxembourg,Lebanon,visa on arrival
Luxembourg,Lesotho,visa-free
Luxembourg,Liberia,visa required
Luxembourg,Libya,visa required
Luxembourg,Liechtenstein,visa-free
Luxembourg,Lithuania,visa-free
Luxembourg,Luxembourg,
Luxembourg,Macao,visa-free
Luxembourg,Macedonia (FYROM),visa-free
Luxembourg,Madagascar,visa on arrival
Luxembourg,Malawi,visa on arrival
Luxembourg,Malaysia,visa-free
Luxembourg,Maldives,visa on arrival
Luxembourg,Mali,visa required
Luxembourg,Malta,visa-free
Luxembourg,Marshall Islands,visa on arrival
Luxembourg,Mauritania,visa on arrival
Luxembourg,Mauritius,visa-free
Luxembourg,Mexico,visa-free
Luxembourg,Micronesia,visa-free
Luxembourg,Moldova,visa-free
Luxembourg,Monaco,visa-free
Luxembourg,Mongolia,visa required
Luxembourg,Montenegro,visa-free
Luxembourg,Morocco,visa-free
Luxembourg,Mozambique,visa on arrival
Luxembourg,Myanmar [Burma],visa required / eVisa
Luxembourg,Namibia,visa-free
Luxembourg,Nauru,visa required
Luxembourg,Nepal,visa on arrival
Luxembourg,Netherlands,visa-free
Luxembourg,New Zealand,visa-free
Luxembourg,Nicaragua,visa-free
Luxembourg,Niger,visa required
Luxembourg,Nigeria,visa required
Luxembourg,North Korea,visa required
Luxembourg,Norway,visa-free
Luxembourg,Oman,visa on arrival
Luxembourg,Pakistan,visa required
Luxembourg,Palau,visa-free
Luxembourg,Palestinian Territories,visa-free
Luxembourg,Panama,visa-free
Luxembourg,Papua New Guinea,visa on arrival
Luxembourg,Paraguay,visa-free
Luxembourg,Peru,visa-free
Luxembourg,Philippines,visa-free
Luxembourg,Poland,visa-free
Luxembourg,Portugal,visa-free
Luxembourg,Qatar,Visa waiver on arrival
Luxembourg,Romania,visa-free
Luxembourg,Russian Federation,visa required
Luxembourg,Rwanda,visa required / eVisa
Luxembourg,Saint Kitts and Nevis,visa-free
Luxembourg,Saint Lucia,visa-free
Luxembourg,Samoa,visa-free
Luxembourg,San Marino,visa-free
Luxembourg,Sao Tome and Principe,visa-free
Luxembourg,Saudi Arabia,visa required
Luxembourg,Senegal,visa-free
Luxembourg,Serbia,visa-free
Luxembourg,Seychelles,visitor’s permit
Luxembourg,Sierra Leone,visa required
Luxembourg,Singapore,visa-free
Luxembourg,Slovakia,visa-free
Luxembourg,Slovenia,visa-free
Luxembourg,Solomon Islands,visa-free
Luxembourg,Somalia,visa required
Luxembourg,South Africa,visa-free
Luxembourg,South Korea,visa-free
Luxembourg,South Sudan,visa required
Luxembourg,Spain,visa-free
Luxembourg,Sri Lanka,eTA
Luxembourg,St. Vincent and the Grenadines,visa-free
Luxembourg,Sudan,visa required
Luxembourg,Suriname,visa on arrival
Luxembourg,Swaziland,visa-free
Luxembourg,Sweden,visa-free
Luxembourg,Switzerland,visa-free
Luxembourg,Syria,visa required
Luxembourg,Taiwan,visa-free
Luxembourg,Tajikistan,visa required
Luxembourg,Tanzania,visa on arrival
Luxembourg,Thailand,visa-free
Luxembourg,Timor-Leste,visa-free
Luxembourg,Togo,visa on arrival
Luxembourg,Tonga,visa-free
Luxembourg,Trinidad and Tobago,visa-free
Luxembourg,Tunisia,visa-free
Luxembourg,Turkey,visa-free
Luxembourg,Turkmenistan,visa required
Luxembourg,Tuvalu,visa-free
Luxembourg,Uganda,visa on arrival
Luxembourg,Ukraine,visa-free
Luxembourg,United Arab Emirates,visa-free
Luxembourg,United Kingdom,visa-free
Luxembourg,United States of America,eTA
Luxembourg,Uruguay,visa-free
Luxembourg,Uzbekistan,visa required
Luxembourg,Vanuatu,visa-free
Luxembourg,Vatican City,visa-free
Luxembourg,Venezuela,visa-free
Luxembourg,Viet Nam,visa required
